IATA Code,Airport Name,Country,City,TimeZone
TII,Tarin Kowt Airport,Afghanistan,Tarin Kowt,Asia/Kabul
ZAJ,Zaranj Airport,Afghanistan,Zaranj,Asia/Kabul
CCN,Chakcharan Airport,Afghanistan,Chaghcharan,Asia/Kabul
FUG,Fuyang Xiguan Airport,China,Fuyang,Asia/Shanghai
LCX,Longyan Guanzhishan Airport,China,Longyan,Asia/Shanghai
BSD,Baoshan Yunduan Airport,China,Baoshan,Asia/Shanghai
ACX,Xingyi Airport,China,Xingyi,Asia/Shanghai
HZH,Liping Airport,China,Liping,Asia/Shanghai
\N,Stepanakert Air Base,Azerbaijan,Stepanakert,Asia/Baku
OSU,The Ohio State University Airport - Don Scott Field,United States,Columbus,America/New_York
ADS,Addison Airport,United States,Addison,America/Chicago
DSI,Destin Executive Airport,United States,Destin,America/Chicago
KHE,Kherson International Airport,Ukraine,Kherson,Europe/Kiev
SZS,Ryan's Creek Aerodrome,New Zealand,Stewart Island,Pacific/Auckland
\N,Assumption Island Airport,Seychelles,Assumption Island,Indian/Mahe
HJJ,Zhijiang Airport,China,Zhijiang,Asia/Shanghai
YQI,Yarmouth Airport,Canada,Yarmouth,America/Halifax
ISO,Kinston Regional Jetport At Stallings Field,United States,Kinston,America/New_York
FFA,First Flight Airport,United States,Kill Devil Hills,America/New_York
LNJ,Lintsang Airfield,China,Lincang,Asia/Shanghai
\N,MaturacÃ¡ Airport,Brazil,Maturaca,America/Boa_Vista
CKS,CarajÃ¡s Airport,Brazil,Parauapebas,America/Belem
\N,Centro de LanÃ§amento de AlcÃ¢ntara Airport,Brazil,Alcantara,America/Fortaleza
MWK,Tarempa Airport,Indonesia,Anambas Islands,Asia/Jakarta
\N,WÃ¼rzburg-Schenkenturm Airport,Germany,Wuerzburg,Europe/Berlin
\N,SÃ£o Jacinto Airport,Portugal,Aveiro,Europe/Lisbon
\N,Hopsten Air Base,Germany,Hopsten,Europe/Berlin
PGU,Persian Gulf International Airport,Iran,Khalije Fars,Asia/Tehran
YES,Yasouj Airport,Iran,Yasuj,Asia/Tehran
OSM,Mosul International Airport,Iraq,Mosul,Asia/Baghdad
TJH,Tajima Airport,Japan,Toyooka,Asia/Tokyo
AXJ,Amakusa Airport,Japan,Amakusa,Asia/Tokyo
KKX,Kikai Airport,Japan,Kikai,Asia/Tokyo
AGJ,Aguni Airport,Japan,Aguni,Asia/Tokyo
ULZ,Donoi Airport,Mongolia,Uliastai,Asia/Ulaanbaatar
UGA,Bulgan Airport,Mongolia,Bulgan,Asia/Ulaanbaatar
ULO,Ulaangom Airport,Mongolia,Ulaangom,Asia/Hovd
\N,Borongan Airport,Philippines,Borongan,Asia/Manila
LBX,Lubang Airport,Philippines,Lubang,Asia/Manila
TJU,Kulob Airport,Tajikistan,Kulyab,Asia/Dushanbe
CMJ,Chi Mei Airport,Taiwan,Cimei,Asia/Taipei
TAZ,DaÅŸoguz Airport,Turkmenistan,Dasoguz,Asia/Ashgabat
BWB,Barrow Island Airport,Australia,Barrow Island,Australia/Perth
DRB,Derby Airport,Australia,Derby,Australia/Perth
WGE,Walgett Airport,Australia,Walgett,Australia/Sydney
BRT,Bathurst Island Airport,Australia,Bathurst Island,Australia/Darwin
DKI,Dunk Island Airport,Australia,Dunk Island,Australia/Brisbane
LZR,Lizard Island Airport,Australia,Lizard Island,Australia/Brisbane
HLT,Hamilton Airport,Australia,Hamilton,Australia/Hobart
HCQ,Halls Creek Airport,Australia,Halls Creek,Australia/Perth
FIZ,Fitzroy Crossing Airport,Australia,Fitzroy Crossing,Australia/Perth
RVT,Ravensthorpe Airport,Australia,Ravensthorpe,Australia/Perth
\N,Wilkins Runway,Antarctica,Budd Coast,Antarctica/South_Pole
PVU,Provo Municipal Airport,United States,Provo,America/Denver
SBS,Steamboat Springs Bob Adams Field,United States,Steamboat Springs,America/Denver
DTA,Delta Municipal Airport,United States,Delta,America/Denver
\N,Richfield Municipal Airport,United States,Richfield,America/Denver
PUC,Carbon County Regional/Buck Davis Field,United States,Price,America/Denver
LAM,Los Alamos Airport,United States,Los Alamos,America/Denver
HII,Lake Havasu City Airport,United States,Lake Havasu City,America/Phoenix
INW,Winslow Lindbergh Regional Airport,United States,Winslow,America/Phoenix
DGL,Douglas Municipal Airport,United States,Douglas,America/Phoenix
MZK,Marakei Airport,Kiribati,Marakei,Pacific/Tarawa
AEA,Abemama Atoll Airport,Kiribati,Abemama,Pacific/Tarawa
AAK,Buariki Airport,Kiribati,Buariki,\N
KUC,Kuria Airport,Kiribati,Kuria,Pacific/Tarawa
AIS,Arorae Island Airport,Kiribati,Arorae,Pacific/Tarawa
TMN,Tamana Island Airport,Kiribati,Tamana,Pacific/Tarawa
BEZ,Beru Airport,Kiribati,Beru Island,Pacific/Tarawa
NIG,Nikunau Airport,Kiribati,Nikunau,Pacific/Tarawa
BBG,Butaritari Atoll Airport,Kiribati,Butaritari,Pacific/Tarawa
MTK,Makin Island Airport,Kiribati,Makin,Pacific/Tarawa
MNK,Maiana Airport,Kiribati,Maiana,Pacific/Tarawa
NON,Nonouti Airport,Kiribati,Nonouti,Pacific/Tarawa
TSU,Tabiteuea South Airport,Kiribati,Tabiteuea,Pacific/Tarawa
WTZ,Whitianga Airport,New Zealand,Whitianga,Pacific/Auckland
KTF,Takaka Airport,New Zealand,Takaka,Pacific/Auckland
AFT,Afutara Aerodrome,Solomon Islands,Afutara,Pacific/Guadalcanal
RNA,Ulawa Airport,Solomon Islands,Ulawa,Pacific/Guadalcanal
CHY,Choiseul Bay Airport,Solomon Islands,Choiseul Bay,Pacific/Guadalcanal
NNB,Santa Ana Airport,Solomon Islands,Santa Ana,Pacific/Guadalcanal
XYA,Yandina Airport,Solomon Islands,Yandina,Pacific/Guadalcanal
BPF,Batuna Aerodrome,Solomon Islands,Batuna,Pacific/Guadalcanal
BOW,Bartow Municipal Airport,United States,Bartow,America/New_York
\N,Dyagilevo Air Base,Russia,Kostroma,Europe/Moscow
FTI,Fitiuta Airport,American Samoa,Fiti\'uta,Pacific/Pago_Pago
LVK,Livermore Municipal Airport,United States,Livermore,America/Los_Angeles
RMY,Mariposa Yosemite Airport,United States,Mariposa,America/Los_Angeles
GFY,Grootfontein Airport,Namibia,Grootfontein,Africa/Windhoek
NDU,Rundu Airport,Namibia,Rundu,Africa/Windhoek
\N,Tasiilaq Heliport,Greenland,Angmagssalik,America/Godthab
TRM,Jacqueline Cochran Regional Airport,United States,Palm Springs,America/Los_Angeles
SMO,Santa Monica Municipal Airport,United States,Santa Monica,America/Los_Angeles
UDD,Bermuda Dunes Airport,United States,Palm Springs,America/Los_Angeles
SCF,Scottsdale Airport,United States,Scottsdale,America/Phoenix
OLM,Olympia Regional Airport,United States,Olympia,America/Los_Angeles
\N,Yolo County Davis Woodland Winters Airport,United States,Davis-Woodland-Winters,America/Los_Angeles
RIL,Garfield County Regional Airport,United States,Rifle,America/Denver
SAA,Shively Field,United States,SARATOGA,America/Denver
PDK,DeKalb Peachtree Airport,United States,Atlanta,America/New_York
BMG,Monroe County Airport,United States,Bloomington,America/New_York
SUA,Witham Field,United States,Stuart,America/New_York
MMU,Morristown Municipal Airport,United States,Morristown,America/New_York
APC,Napa County Airport,United States,Napa,America/Los_Angeles
SDM,Brown Field Municipal Airport,United States,San Diego,America/Los_Angeles
\N,Wangen-Lachen Airport,Switzerland,Wangen-Lachen,Europe/Zurich
VNC,Venice Municipal Airport,United States,Venice,America/New_York
PHK,Palm Beach County Glades Airport,United States,Pahokee,America/New_York
ECP,Northwest Florida Beaches International Airport,United States,Panama City,America/Chicago
SBD,San Bernardino International Airport,United States,San Bernardino,America/Los_Angeles
VAL,ValenÃ§a Airport,Brazil,Valenca,America/Fortaleza
CAU,Caruaru Airport,Brazil,Caruaru,America/Fortaleza
AWK,Wake Island Airfield,Wake Island,Wake island,Pacific/Johnston
QNV,Aeroclube Airport,Brazil,Nova Iguacu,America/Sao_Paulo
SQL,San Carlos Airport,United States,San Carlos,America/Los_Angeles
\N,Courtelary Airport,Switzerland,Courtelary ,Europe/Zurich
\N,Lotnisko Korne,Poland,Koszalin,Europe/Warsaw
\N,Camp Okavango Airport,Botswana,Okavango Delta,Africa/Gaborone
RWI,Rocky Mount Wilson Regional Airport,United States,Rocky Mount,America/New_York
\N,Whittier Airport,United States,Whittier,America/Anchorage
SXQ,Soldotna Airport,United States,Soldotna,America/Anchorage
SEE,Gillespie Field,United States,El Cajon,America/Los_Angeles
\N,San Clemente Island Naval Auxiliary Landing Field,United States,San Clemente Island,America/Los_Angeles
PHA,Phan Rang Airport,Vietnam,Phan Rang,Asia/Saigon
SQH,Na-San Airport,Vietnam,Son-La,Asia/Saigon
TKF,Truckee Tahoe Airport,United States,Truckee,America/Los_Angeles
FRJ,FrÃ©jus Airport,France,Frejus,Europe/Paris
GEX,Geelong Airport,Australia,Geelong,Australia/Hobart
\N,Mezen Airport,Russia,Mezen,Europe/Moscow
\N,Vaskovo Airport,Russia,Arkhangelsk,Europe/Moscow
\N,Cobb County-Mc Collum Field,United States,Atlanta,America/New_York
\N,Brumowski  Air Base,Austria,Tulln,Europe/Vienna
\N,Dell Flight Strip,United States,Dell,America/Denver
LVM,Mission Field,United States,Livingston-Montana,America/Denver
\N,Big Timber Airport,United States,Big Timber,America/Denver
\N,Tulip City Airport,United States,Holland,America/New_York
\N,London Heliport,United Kingdom,London,Europe/London
\N,Venice-Lido Airport,Italy,Venice,Europe/Rome
\N,Tallinn Linnahall Heliport,Estonia,Tallinn,Europe/Tallinn
\N,Hernesaari Heliport,Finland,Helsinki,Europe/Helsinki
\N,Linkenheim Airport,Germany,Linkenheim,Europe/Berlin
GMV,Monument Valley Airport,United States,Monument Valley,America/Denver
\N,Hilversum Airfield,Netherlands,Hilversum,Europe/Amsterdam
JRA,West 30th St. Heliport,United States,New York,America/New_York
\N,Texel Airfield,Netherlands,Texel,Europe/Amsterdam
\N,La Cerdanya Airport,Spain,Das i Fontanals de Cerdanya,Europe/Madrid
LAL,Lakeland Linder International Airport,United States,Lakeland,America/New_York
\N,Stary Oskol Airport,Russia,Stary Oskol,Europe/Moscow
SYH,Syangboche Airport,Nepal,Syangboche,Asia/Katmandu
\N,Indianola Municipal Airport,United States,New York,America/Chicago
\N,Cheremshanka Airport,Russia,Krasnoyarsk,Asia/Krasnoyarsk
RBK,French Valley Airport,United States,Murrieta-Temecula,America/Los_Angeles
FNU,Oristano-Fenosu Airport,Italy,Oristano,Europe/Rome
\N,White Waltham Airfield,United Kingdom,Maidenhead,Europe/London
MYQ,Mysore Airport,India,Mysore,Asia/Calcutta
\N,Carl R Keller Field,United States,Port Clinton,America/New_York
MGY,Dayton-Wright Brothers Airport,United States,Dayton,America/New_York
\N,Richmond Municipal Airport,United States,Richmond,America/New_York
FDY,Findlay Airport,United States,Findley,America/New_York
\N,Burlington Executive,Canada,Burlington,America/Toronto
PEA,Penneshaw Airport,Australia,Penneshaw,Australia/Adelaide
\N,Engels heliport,Germany,Ebenhofen,Europe/Brussels
EMP,Emporia Municipal Airport,Germany,Kempten,America/Chicago
\N,SkÃ¥-Edeby Airport,Germany,Essen,Europe/Stockholm
HYC,Wycombe Air Park,United Kingdom,Wycombe,Europe/London
BBP,Bembridge Airport,United Kingdom,Bembridge,Europe/London
\N,Waterville / Kings County Municipal Airport,Canada,Waterville,America/Halifax
SPF,Black Hills Airport-Clyde Ice Field,United States,Spearfish-South Dakota,America/Denver
\N,Westkapelle heliport,Belgium,Knokke,Europe/Brussels
\N,Redcliffe Airport,Australia,Rothwell,Australia/Brisbane
QYD,Oksywie Military Air Base,Poland,Gdynia,Europe/Warsaw
\N,Malbork Military Air Base,Poland,Malbork,Europe/Warsaw
\N,Lask Military Air Base,Poland,Lask,Europe/Warsaw
\N,Miroslawiec Military Air Base,Poland,Miroslawiec,Europe/Warsaw
\N,Krzesiny Military Air Base,Poland,Poznan,Europe/Warsaw
OLV,Olive Branch Airport,United States,Olive Branch,America/Chicago
KNA,ViÃ±a del mar Airport,Chile,Vina del Mar,America/Santiago
\N,Brampton Airport,Canada,Brampton,America/Toronto
ONQ,Zonguldak Airport,Turkey,Zonguldak,Europe/Istanbul
BJC,Rocky Mountain Metropolitan Airport,United States,Broomfield-CO,America/Denver
SLE,Salem Municipal Airport/McNary Field,United States,Salem,America/Los_Angeles
UTM,Tunica Municipal Airport,United States,Tunica,America/Chicago
\N,Batken Airport,Kyrgyzstan,Batken,Asia/Bishkek
ZKB,Kasaba Bay Airport,Zambia,Kasaba Bay,Africa/Lusaka
LND,Hunt Field,Germany,Lindau,America/Denver
\N,Hoogeveen Airfield,Netherlands,Hoogeveen,Europe/Amsterdam
\N,Teuge Airport,Netherlands,Deventer,Europe/Amsterdam
\N,Midden-Zeeland Airport,Netherlands,Middelburg,Europe/Amsterdam
\N,Ameland Airfield,Netherlands,Ameland,Europe/Amsterdam
\N,Saint-Cyr-l'Ã‰cole Airport,France,Saint-Cyr,Europe/Paris
MWC,Lawrence J Timmerman Airport,United States,Milwaukee,America/Chicago
JVL,Southern Wisconsin Regional Airport,United States,Janesville,America/Chicago
\N,Mantsonyane Airport,Lesotho,Mantsonyane,Africa/Maseru
\N,Arlington Municipal Airport,United States,Arlington,America/Chicago
LZU,Gwinnett County Briscoe Field,United States,Lawrenceville,America/New_York
BWG,Bowling Green Warren County Regional Airport,United States,Bowling Green,America/Chicago
RVS,Richard Lloyd Jones Jr Airport,United States,Tulsa,America/Chicago
NHD,Al Minhad Air Base,United Arab Emirates,Minhad AB,Asia/Dubai
KGO,Kirovograd Airport,Ukraine,Kirovograd,Europe/Kiev
\N,Roitzschjora Airfield,Germany,Roitzschjora,Europe/Berlin
DBB,El Alamein International Airport,Egypt,Dabaa City,Africa/Cairo
BCE,Bryce Canyon Airport,United States,Bryce Canyon,America/Denver
\N,Burlington Alamance Regional Airport,United States,Burlington,America/New_York
CKL,Chkalovskiy Air Base,Russia,Shchyolkovo,Europe/Moscow
TCZ,Tengchong Tuofeng Airport,China,Tengchong,Asia/Shanghai
UKS,Belbek Airport,Ukraine,Sevastopol,Europe/Simferopol
\N,De Peel Air Base,Netherlands,Deurne,Europe/Amsterdam
OAZ,Camp Bastion Airport,Afghanistan,Camp Bastion,Asia/Kabul
JCI,New Century Aircenter Airport,United States,Olathe,America/Chicago
ESN,Easton Newnam Field,United States,Easton,America/New_York
HMR,Stafsberg Airport,Norway,Hamar,Europe/Oslo
\N,Ringebu Airfield Frya,Norway,Frya,Europe/Oslo
MYV,Yuba County Airport,United States,Yuba City,America/Los_Angeles
\N,Phillip Island Airport,Australia,Phillip Island,Australia/Hobart
DUC,Halliburton Field,United States,Duncan,America/Chicago
UVA,Garner Field,United States,Uvalde,America/Chicago
LOT,Lewis University Airport,United States,Lockport,America/Chicago
CCR,Buchanan Field,United States,Concord,America/Los_Angeles
OCA,Ocean Reef Club Airport,United States,Ocean Reef Club Airport,America/New_York
\N,Strasbourg Neuhof Airfield,France,Strasbourg Neudorf,Europe/Paris
\N,Nannhausen Airport,Germany,Nannhausen,Europe/Berlin
YUS,Yushu Batang Airport,China,Yushu,Asia/Shanghai
HIA,Lianshui Airport,China,Huai An,Asia/Shanghai
YOO,Toronto/Oshawa Executive Airport,Canada,Oshawa,America/Toronto
\N,Marl-LoemÃ¼hle Airfield,Germany,Recklinghausen,Europe/Berlin
\N,FÃ¤rila Air Base,Sweden,Farila,Europe/Stockholm
LHA,Lahr Airport,Germany,Lahr,Europe/Berlin
NYW,Monywar Airport,Burma,Monywa,Asia/Rangoon
ATO,Ohio University Snyder Field,United States,Athens,America/New_York
SGH,Springfield-Beckley Municipal Airport,United States,Springfield,America/New_York
\N,Sun Island Resort and SPA,Maldives,South Aari Atoll,America/Sao_Paulo
\N,Fes Sefrou Airport,Morocco,Fes,Africa/Casablanca
HEX,Herrera Airport,Dominican Republic,Santo Domingo,America/Santo_Domingo
CDA,Cooinda Airport,Australia,Cooinda,Australia/Darwin
JAB,Jabiru Airport,Australia,Jabiru,Australia/Darwin
\N,Regensburg-Oberhub Airport,Germany,Regensburg,Europe/Berlin
HGS,Hastings Airport,Sierra Leone,Freetown,Africa/Freetown
TOP,Philip Billard Municipal Airport,United States,Topeka,America/Chicago
\N,Benson Airstrip,United States,Uvalde,America/Chicago
\N,Rough River State Park Airport,United States,Null,America/Chicago
MQY,Smyrna Airport,United States,Smyrna,America/Chicago
UOS,Franklin County Airport,United States,Sewanee,America/Chicago
NGQ,Ngari Gunsa Airport,China,Shiquanhe,Asia/Shanghai
CSO,Cochstedt Airport,Germany,Cochstedt,Europe/Berlin
\N,Collin County Regional At Mc Kinney Airport,United States,DALLAS,America/Chicago
PWK,Chicago Executive Airport,United States,Chicago-Wheeling,America/Chicago
KLS,Southwest Washington Regional Airport,United States,Kelso,America/Los_Angeles
\N,BeneÅ¡ov Airport,Czech Republic,Benesov,Europe/Prague
\N,Bougouni Airport,Mali,Bougouni,Africa/Bamako
ZTA,Tureia Airport,French Polynesia,Tureia,\N
\N,McMurdo Station Ice Runway,Antarctica,Ross Island,Antarctica/South_Pole
\N,Keekorok Airport,Kenya,Keekorok,Africa/Nairobi
PUE,Puerto Obaldia Airport,Panama,Puerto Obaldia,America/Panama
KHC,Kerch Airport,Ukraine,Kerch,Europe/Simferopol
UKA,Ukunda Airstrip,Kenya,Ukunda,Africa/Nairobi
ILN,Wilmington Airpark,United States,Wilmington,America/New_York
AVW,Marana Regional Airport,United States,Tucson,America/Phoenix
CGZ,Casa Grande Municipal Airport,United States,Casa Grande,America/Phoenix
\N,Mobile Airport,United States,Mobile,America/Phoenix
BXK,Buckeye Municipal Airport,United States,Buckeye,America/Phoenix
\N,Gila Bend Municipal Airport,United States,Gila Bend,America/Phoenix
MMI,McMinn County Airport,United States,Athens,America/New_York
STK,Sterling Municipal Airport,United States,Sterling,America/Denver
RWL,Rawlins Municipal Airport/Harvey Field,United States,Rawlins,America/Denver
\N,Mackenzie Airport,Canada,Mackenzie British Columbia,America/Vancouver
CDW,Essex County Airport,United States,Caldwell,America/New_York
AIZ,Lee C Fine Memorial Airport,United States,Kaiser Lake Ozark,America/Chicago
TVI,Thomasville Regional Airport,United States,Thomasville,America/New_York
HSH,Henderson Executive Airport,United States,Henderson,America/Los_Angeles
GML,Gostomel Airport,Ukraine,Kiev,Europe/Kiev
TMA,Henry Tift Myers Airport,United States,Tifton,America/New_York
\N,Landshut Airport,Germany,Landshut,Europe/Berlin
\N,Itzehoe/Hungriger Wolf Airport,Germany,Itzehoe,Europe/Berlin
RDO,Radom Airport,Poland,RADOM,Europe/Warsaw
DVT,Phoenix Deer Valley Airport,United States,Phoenix ,America/Phoenix
\N,Calgary / Springbank Airport,Canada,Calgary,America/Edmonton
\N,Golden Airport,Canada,Golden,America/Edmonton
YRV,Revelstoke Airport,Canada,Revelstoke,America/Vancouver
FRG,Republic Airport,United States,Farmingdale,America/New_York
\N,Allstedt Airport,Germany,Allstedt,Europe/Berlin
\N,General Freire Airport,Chile,Curico,America/Santiago
\N,Peine-Eddesse Airport,Germany,Peine,Europe/Berlin
\N,South Texas Regional Airport at Hondo,United States,Hondo,America/Chicago
ZHY,Zhongwei Shapotou Airport,China,Zhongwei,Asia/Shanghai
MCL,McKinley National Park Airport,United States,McKinley Park,America/Anchorage
\N,Lake Hood Airport,United States,Anchorage,America/Anchorage
PPC,Prospect Creek Airport,United States,Prospect Creek,America/Anchorage
KHW,Khwai River Lodge Airport,Botswana,Khwai River,Africa/Gaborone
\N,Spremberg-Welzow Airport,Germany,Welzow,Europe/Berlin
TXG,Taichung Airport,Taiwan,Taichung,Asia/Taipei
HLG,Wheeling Ohio County Airport,United States,Wheeling,America/New_York
\N,Fitzgerald Municipal Airport,United States,Fitzgerald,America/New_York
XYE,Ye Airport,Burma,Ye,Asia/Rangoon
\N,Isla San Felix Airport,Chile,Isla San Felix,America/Santiago
\N,Shaibah Airport,Saudi Arabia,Shaybah,Asia/Riyadh
DWC,Al Maktoum International Airport,United Arab Emirates,Dubai,Asia/Dubai
RKP,Aransas County Airport,United States,Rockport,America/Chicago
MVV,MegÃ¨ve Airport,France,Verdun,Europe/Paris
MFX,MÃ©ribel Altiport,France,Ajaccio,Europe/Paris
AEB,Baise Youjiang Airport,China,Baise,Asia/Shanghai
OKF,Okaukuejo Airport,Namibia,Okaukuejo,Africa/Windhoek
OKU,Mokuti Lodge Airport,Namibia,Mokuti Lodge,Africa/Windhoek
\N,Rotenburg (WÃ¼mme) Airport,Germany,Rotenburg Wuemme,Europe/Berlin
\N,WipperfÃ¼rth-Neye Airport,Germany,Wipperfuerth,Europe/Berlin
\N,OsnabrÃ¼ck-Atterheide Airport,Germany,Osnabrueck,Europe/Berlin
\N,Flugplatz Ballenstedt,Germany,Ballenstedt,Europe/Berlin
\N,Flugplatz Hartenholm,Germany,Hasenmoor,Europe/Berlin
\N,Ganderkesee Atlas Airfield,Germany,Ganderkesee,Europe/Berlin
\N,Nienburg-Holzbalge Airport,Germany,Nienburg Weser,Europe/Berlin
\N,Damme Airfield,Germany,Damme,Europe/Berlin
\N,Borkenberge Airport,Germany,Duelmen,Europe/Berlin
\N,Obermehler-Schlotheim Airport,Germany,Obermehler,Europe/Berlin
\N,Hodenhagen Airport,Germany,Hodenhagen,Europe/Berlin
\N,Grube Airport,Germany,Grube,Europe/Berlin
\N,TÃ¸nder Airport,Denmark,Toender,Europe/Copenhagen
\N,Celle-Arloh Airport,Germany,Celle,Europe/Berlin
\N,Uelzen Airport,Germany,Uelzen,Europe/Berlin
\N,Hamm-Lippewiesen Airport,Germany,Hamm,Europe/Berlin
